Gene,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
IKBKE,0.011160918699114663,0.001946774295583536,0.3948545861297539,0.012055474188945724,0.00010256262597937592,0.0121580368149251,24,149,medium,higher_in_label1(disease)
STRAP,0.01122585613165054,0.0019758215606614604,0.3942953020134228,0.0202279386614251,-0.0199229307751055,0.0003050078863196,24,149,medium,higher_in_label1(disease)
CRHBP,0.01122585613165054,0.0019758215606614604,0.3942953020134228,0.013733782333517474,-0.01370629128713305,2.749104638442338e-05,24,149,medium,higher_in_label1(disease)
JUND,0.01122585613165054,0.0019758215606614604,-0.3942953020134228,-0.004813507917318375,0.004356576243447674,-0.0004569316738707,24,149,medium,higher_in_label0(control)
SYK,0.01122585613165054,0.0019758215606614604,0.3942953020134228,0.0100309187768537,-0.0093352978653108,0.0006956209115429,24,149,medium,higher_in_label1(disease)
MTOR,0.011342286808999838,0.0020052661761767667,0.3937360178970917,0.014405164334644251,-0.00998001195221445,0.0044251523824298,24,149,medium,higher_in_label1(disease)
EPN1,0.011342286808999838,0.0020052661761767667,0.3937360178970917,0.000872270669254491,-0.00089572773343725,-2.3457064182759004e-05,24,149,medium,higher_in_label1(disease)
UBE2S,0.011459947438166529,0.0020351130020422013,-0.3931767337807607,-0.009729478458303365,0.009710168801905027,-1.9309656398339072e-05,24,149,medium,higher_in_label0(control)
FZD6,0.011459947438166529,0.0020351130020422013,0.39317673378076057,0.01988815799692115,-0.0067979912626311,0.01309016673429005,24,149,medium,higher_in_label1(disease)
GNAQ,0.011604522945911112,0.002065366948936824,-0.3926174496644296,-0.00915939718072825,0.00756030410674665,-0.0015990930739816,24,149,medium,higher_in_label0(control)
DDX5,0.011724829068562143,0.0020960329787129642,-0.39205816554809847,-0.0016019734659874856,0.0015177293735967,-8.424409239078556e-05,24,149,medium,higher_in_label0(control)
TAS2R13,0.011724829068562143,0.0020960329787129642,0.39205816554809836,0.012726502114132242,8.343274624205727e-05,0.0128099348603743,24,149,medium,higher_in_label1(disease)
TRA2B,0.011995496949438744,0.0021586213926377534,-0.39093959731543626,-0.045092389449847205,0.04318413637300175,-0.00190825307684545,24,149,medium,higher_in_label0(control)
TUBB1,0.011995496949438744,0.0021586213926377534,-0.39093959731543626,-0.010904690226793051,0.00723285556557535,-0.0036718346612177,24,149,medium,higher_in_label0(control)
GAS1,0.011995496949438744,0.0021586213926377534,0.39093959731543615,0.0196165445705478,-0.0189143658316243,0.0007021787389235,24,149,medium,higher_in_label1(disease)
RNF5,0.01211978981385385,0.0021905539600414613,-0.39038031319910516,-0.058981514709244356,0.06043060232723475,0.0014490876179904001,24,149,medium,higher_in_label0(control)
KIF14,0.01211978981385385,0.0021905539600414613,-0.39038031319910516,-0.01185314169638525,0.0115350209077171,-0.00031812078866815,24,149,medium,higher_in_label0(control)
AKT1,0.012399129523199891,0.002255721669374566,0.38926174496644306,0.0250390844037918,-0.01127370875087595,0.01376537565291585,24,149,medium,higher_in_label1(disease)
GHRH,0.012399129523199891,0.002255721669374566,0.38926174496644306,0.012321845657145052,0.0014858549327051499,0.0138077005898502,24,149,medium,higher_in_label1(disease)
RPSA,0.012399129523199891,0.002255721669374566,-0.38926174496644295,-0.005225110868394225,0.0039356087476325255,-0.0012895021207617,24,149,medium,higher_in_label0(control)
DYNC1H1,0.012500524074124426,0.0022889673127047096,0.38870246085011195,0.006634680643978813,-0.006641046363413249,-6.36571943443623e-06,24,149,medium,higher_in_label1(disease)
RHOD,0.012500524074124426,0.0022889673127047096,0.38870246085011195,0.0034915697031249505,-0.0031834226006980503,0.0003081471024269,24,149,medium,higher_in_label1(disease)
